12299	136	13011
12341	60	9929
6708	224	5840
14399	130	9397
3444	235	12177
4399	231	1119
5845	35	12289
3398	2	1625
426	60	88
554	212	4894
12352	105	1989
12182	154	528
162	106	7318
2117	169	12169
6399	2	7878
10523	164	571
4301	210	2511
11237	69	1899
3341	158	5137
11890	158	6780
14150	151	12883
5539	97	3082
5434	16	5957
8668	66	12364
13992	76	8271
9698	2	8883
5258	117	10558
850	154	528
1178	136	2426
12260	176	8374
13326	105	4158
9176	46	834
8574	51	12407
242	164	11837
11466	46	8130
3832	229	5655
4292	69	13151
13485	162	2383
560	176	153
3472	180	3626
10458	47	12200
13466	108	8230
14082	161	3319
4145	133	12173
162	106	11144
4342	158	8574
4073	176	10599
13391	164	3960
4003	166	460
11134	176	7827
12009	60	1978
8922	224	8937
8606	129	6497
4065	8	12529
10356	166	4605
169	202	6084
12586	224	9637
9923	51	2867
4	209	3082
3597	158	10687
1742	191	12704
1420	2	9155
10689	114	6379
2038	180	7226
11755	166	9518
12697	60	739
8015	73	14150
8969	202	6084
12553	13	4626
8953	6	261
10248	60	4812
4010	33	13224
272	180	12690
11663	199	11166
6821	145	1983
1417	106	9230
10295	176	7282
596	136	607
529	224	1264
390	199	11668
690	154	528
5751	199	8766
11967	232	12975
13284	195	14170
5747	185	10970
6379	175	6771
11977	121	2456
4616	158	11174
5880	83	154
5901	199	7663
13140	136	13505
10520	151	14213
5145	176	2739
7708	114	6379
8816	236	12635
4590	42	12547
3969	90	9324
10063	199	4868
1489	56	8328
4338	136	3472
13845	118	10720
5468	76	14375
8492	53	12516
12417	60	3588
8472	166	9518
3539	42	8630
8260	212	7526
14126	136	424
6310	53	8738
11838	98	11838
9325	166	5165
3937	98	3937
11405	158	7158
7955	79	13224
3115	2	506
9815	2	506
8060	36	4159
13487	90	9324
12586	224	3606
10266	158	2241
9294	176	10281
10277	177	2492
13235	136	8019
10233	46	6850
3642	215	88
10982	114	6379
6379	175	14311
12517	52	956
11828	79	4279
8483	2	4237
8489	51	8393
3255	79	4279
6913	116	10814
3187	2	9978
2677	224	13658
1226	220	2074
426	60	9929
1578	136	12682
11452	216	1955
12960	224	5440
13564	213	1836
5615	46	5301
1450	46	2937
10689	129	9708
6374	197	7254
2177	158	2166
5850	163	6233
6461	101	14479
14399	130	890
9934	215	9992
13949	180	2998
9679	2	1309
2003	8	13507
7474	37	3082
10635	202	6084
3819	180	12260
14185	5	12516
3165	66	10618
4564	199	4313
1963	213	212
3165	51	779
4888	17	7216
650	42	7670
10161	54	6185
1468	147	10870
14408	154	528
355	105	9490
9880	76	999
9665	135	11639
7095	160	7454
3064	197	12253
1238	87	11006
12404	154	528
8061	51	4655
8603	228	10674
3694	136	2165
13812	46	8737
10002	2	12593
8237	60	2447
1693	151	12983
8374	47	8237
11464	181	7242
6099	23	9043
49	180	8691
7547	2	1309
5533	191	4219
633	46	9075
1983	152	1092
12196	82	8789
10795	57	2887
8342	92	7401
661	118	4198
2518	7	2418
10987	136	5268
1415	161	5047
3684	136	2038
11847	136	10498
8600	158	4931
8696	158	14454
6665	37	3082
1775	178	9116
6985	32	4894
4313	180	6211
6747	208	11350
2748	145	1983
8983	77	11572
7500	5	9802
8133	172	1775
2171	199	8501
341	28	1092
1092	151	2871
14302	56	3314
14442	186	3034
4160	2	5692
14128	47	13870
5590	116	4722
10441	6	584
14225	105	10863
11589	158	559
6780	51	9226
3295	105	979
13851	176	12575
12060	23	12225
2004	112	9958
2469	90	9324
4036	224	7825
2317	2	1309
14235	98	14235
3192	23	1863
12011	235	8775
1281	129	1356
8760	158	7385
9014	79	13224
12032	135	4929
13010	136	6983
1769	60	13083
6891	158	6968
11238	180	1201
8917	136	11373
13671	212	7526
848	60	7526
10424	199	138
12018	224	5658
2616	158	11050
12378	158	5303
7726	51	5753
1366	176	4473
10817	224	770
10370	51	10682
8442	46	7828
9577	235	1571
5788	158	10713
6403	47	7465
1736	210	14170
9823	77	5297
2973	186	13276
2647	154	528
8452	212	7526
9551	2	1309
1833	127	5957
5414	197	12798
5568	51	13770
2037	109	2233
8220	188	8367
2289	28	7526
5087	60	4696
14536	224	11007
5704	82	9563
2980	64	6832
9457	88	5957
12782	56	12262
7094	112	6081
11127	97	3082
2860	60	14375
696	189	5530
7496	151	8291
14300	136	6227
3714	136	7575
829	224	610
5598	180	8848
3165	66	7307
8669	151	7900
12012	224	7473
2967	45	1441
9094	47	6662
6371	221	10729
1171	25	54
5047	231	10797
6749	212	7526
324	47	4038
452	66	579
2729	2	4374
6931	47	4241
6701	135	4929
6214	136	909
12918	47	11200
10346	33	4279
11235	135	6524
7151	2	8423
7623	176	6770
2244	112	10770
12618	136	11004
5898	12	714
439	197	13402
4923	60	7752
7283	60	4894
676	186	5618
678	129	1230
2069	195	8844
12148	60	7526
5111	132	12942
12169	217	12391
1737	97	3082
3839	60	7420
1200	158	14103
5528	135	8619
11335	235	4500
8365	158	5576
8922	224	2451
888	179	2622
13531	176	13100
1496	103	8115
39	2	4374
978	145	10785
7428	56	471
7516	133	9339
12196	92	1525
5084	151	2075
3210	158	1400
8953	6	1175
3832	60	7526
12227	88	5957
6693	53	12201
12851	201	7115
4929	6	6342
1867	21	107
10059	78	8601
14468	53	12617
587	85	14206
11033	176	10789
162	106	4916
8406	112	1245
8668	176	11280
0	2	9155
6810	5	1183
1477	196	11070
12603	7	4276
2573	220	6884
10905	213	5463
10799	210	1001
13522	131	1710
6246	56	13435
6199	176	4272
8469	176	1045
10940	2	1309
8204	2	7878
7635	68	10981
5181	42	5136
1526	194	14278
201	212	4894
5615	180	11618
4879	137	8866
1622	176	3340
14282	57	1355
5896	23	2395
8808	114	6379
6379	175	9183
4174	224	2114
843	160	7454
6445	158	3994
7545	176	7268
5660	149	5297
10658	133	3817
5935	57	5806
13173	135	2029
44	57	8908
6440	158	8219
13315	2	1309
4745	224	5241
14511	231	5103
12089	47	3777
12431	2	1309
12698	159	10265
5047	92	6306
10130	215	6566
6342	84	7025
10127	235	1356
3455	8	10858
13587	57	7769
3347	47	2372
7526	151	982
2732	23	10677
6983	105	1469
7397	8	991
8794	225	12178
5677	79	1898
12196	213	14360
12726	79	162
1988	56	9260
3093	51	9614
7157	109	4190
12652	224	1217
5598	46	13267
2140	60	14492
7364	216	7084
49	46	11706
13152	136	877
3472	180	6811
3360	212	7526
4007	202	6084
2760	101	14405
12480	97	3082
14003	23	13445
7481	47	11518
8241	215	4280
7758	224	9808
7095	197	7806
12645	47	10623
607	180	5225
9255	68	6296
2753	176	3764
1206	131	6654
12836	212	7526
5392	64	1444
2019	176	1984
13260	176	5137
4588	33	162
2528	36	3624
3516	180	6296
7723	176	6369
3550	82	5522
9558	8	2877
13913	166	5165
7413	213	5463
13660	199	2128
2890	219	5957
1963	207	5047
12573	143	4320
4993	84	9919
10233	46	1442
142	93	4894
11816	161	5607
9622	14	11016
1172	69	13151
1101	212	7814
9001	105	756
12417	64	9895
13803	158	396
10773	186	12703
12062	154	528
6352	2	1309
4399	231	1520
12535	224	12890
14296	133	9853
9350	114	6379
5052	199	2658
3842	60	9686
8801	129	8669
9352	204	3561
4929	6	4608
11483	202	6084
13224	106	2164
9981	145	10007
1727	158	3357
7593	46	849
7843	136	355
7808	48	7515
7183	199	13812
8382	70	5957
4536	212	7526
10237	46	10486
12948	19	4990
6956	197	5049
2659	47	13286
2073	235	3795
6779	60	1978
7515	77	4531
1301	117	9811
339	129	11621
3093	176	4688
2676	90	9324
8121	129	9686
9292	166	5165
6090	114	6379
3234	176	9079
710	176	12110
13172	8	3768
1369	135	10640
802	75	8737
1433	130	10962
13456	105	389
8977	2	8181
11198	47	9413
10224	117	1750
4997	224	14297
8618	13	4626
4160	2	4522
9359	30	8601
1547	154	528
3049	46	8895
1092	151	11922
9993	136	3155
8508	176	9624
10	213	3979
9884	213	6626
4390	217	2002
2860	60	12474
12521	46	4480
5311	224	5913
7526	151	3541
6274	106	12019
4764	13	4626
4068	136	11186
9740	27	11220
12692	60	7053
710	2	9617
6717	2	1309
14274	109	6146
5215	135	11420
5833	114	6379
13176	93	7526
553	2	1625
12418	136	1812
11591	51	6244
13088	214	11441
11791	82	13730
10512	202	6084
4014	51	6244
10281	158	2250
8086	2	4522
13736	30	9576
10495	28	4894
9996	235	6731
5231	136	12109
10952	105	10795
14232	159	5084
336	76	785
14288	2	1309
6680	189	13366
13393	219	5957
13579	210	5448
11816	161	5047
10429	25	13116
5769	136	10885
14126	136	11252
5830	111	10771
3338	8	1340
6983	180	5283
3319	231	6014
4893	128	2467
1138	214	6058
360	154	528
13679	105	4537
8695	176	9109
5276	8	3617
1493	93	4894
8684	60	5406
12260	176	2147
7512	8	12506
10519	47	3493
6408	166	4605
9726	133	3327
7093	184	14080
8518	33	4279
9988	2	1309
9415	35	13181
11429	224	6425
228	188	3082
9778	158	12358
8180	176	13385
8988	46	3387
4272	2	5692
8953	6	4418
9969	155	3082
8414	233	7526
8445	151	1185
4754	79	13224
13934	135	2607
9332	12	13938
14531	135	6413
13224	106	5663
14	135	9072
1756	199	5849
13011	46	6586
7236	23	8365
8161	6	4334
14348	135	8111
6512	105	13912
6729	60	13761
13222	46	579
10893	60	10821
11050	47	84
12914	136	6846
2223	219	5957
3414	136	349
10962	157	12758
14005	76	7053
3424	56	12173
4235	158	9813
4783	207	5607
13367	199	276
5239	198	14178
11501	7	4276
12155	188	8367
1320	136	2963
9338	60	7053
3830	166	10045
10519	47	11761
12679	154	528
11159	14	5406
3888	51	6784
12874	176	7018
13456	46	5420
8477	158	8100
10961	179	10897
9618	88	5957
11680	151	4018
11835	158	1000
167	8	9280
7623	176	2869
11968	199	12521
12575	51	9271
3290	161	13742
13456	46	11380
5527	87	2804
1579	76	2760
4654	136	1246
13128	158	9405
1217	136	7713
4871	199	13812
14005	76	4649
12807	70	5957
11751	68	9097
5202	158	4063
10692	195	14170
3202	158	12102
4192	136	8597
14169	28	7526
6170	167	7427
13154	60	11361
1718	150	10148
12626	46	10636
12706	135	10272
10155	108	4771
4754	79	4279
354	2	506
6437	158	3449
5845	35	12512
7883	191	1139
13135	146	5957
7364	214	1216
5945	135	10434
3950	68	761
12444	151	13240
9745	32	3168
10829	47	5439
8138	166	9518
1978	101	9523
13629	136	6846
1145	135	6524
13456	105	8304
8203	135	9072
8509	136	11186
7606	90	9324
6693	2	7878
9851	202	6084
1898	106	13550
5913	201	2518
10598	151	12911
8385	2	1309
12814	158	12636
8679	56	1157
9923	66	5575
7285	57	9541
10873	33	1898
5726	197	10088
14274	109	10106
5870	158	4126
8922	224	7397
14047	77	5230
3951	46	6850
4401	133	3372
9561	51	12644
14360	82	7989
7973	158	5991
4939	140	2660
1572	60	11680
7632	60	7212
8622	136	7713
7217	214	11361
7254	25	13611
12430	46	8059
3693	151	1019
8457	183	9596
6077	53	6970
6398	166	3782
12741	206	3767
6080	211	8175
5800	204	6835
13128	176	6199
2781	151	4895
7995	136	11373
3917	60	999
14378	199	8621
14503	136	13326
13092	158	8117
13729	180	12389
11598	33	1898
11670	47	12583
6586	135	4929
9000	2	1309
3649	158	7226
13222	46	10814
6638	51	151
3165	66	1466
7446	33	4279
7410	42	13965
12717	6	10934
4036	224	5282
13080	180	4963
2732	36	12410
13215	6	10567
14362	192	8763
4618	60	27
2402	194	6495
3972	121	8500
11146	179	1491
2618	51	7606
11793	212	1794
1059	60	4244
4929	6	4398
2702	136	11668
11827	47	6989
4890	213	9485
4390	151	3064
5487	165	5487
3550	207	9841
13258	135	9517
6008	114	6922
3987	2	2024
11638	135	9072
3505	109	5094
1496	158	8860
2093	202	6084
2008	213	14511
9624	66	4838
819	100	6871
2562	151	3586
8019	46	8006
5463	92	624
12586	224	3223
1325	2	13374
10347	199	7494
14487	136	4188
12031	83	1842
5047	231	6334
9229	105	286
1334	14	7814
11285	176	2254
7632	28	7526
5067	188	3082
440	158	11613
13154	229	4482
88	151	6397
10591	176	3793
6421	232	5934
3345	51	11706
2117	87	58
9128	199	9653
5615	105	9234
2908	151	10398
8342	92	5047
2099	47	9455
9561	158	6032
9783	158	1200
14370	76	4
3951	46	3252
14023	235	9952
4073	47	1283
14069	228	11971
8942	205	4990
9883	158	9386
8317	176	551
3459	158	2640
8061	158	5303
6280	47	11611
11918	168	5761
9494	183	3274
13700	53	6310
10764	186	9756
14489	176	6192
3036	135	5511
7526	151	12877
6552	151	13319
2558	169	12419
11091	97	6123
8982	171	13742
1398	109	5018
5536	151	9427
8750	107	6108
10281	158	13848
5179	213	8797
4642	94	4803
12254	2	7878
11217	76	8271
2825	154	528
1184	176	6770
4602	54	5319
13087	68	2105
2805	154	528
14344	102	3595
7777	158	11050
12500	2	8595
1706	142	14114
3153	135	5618
1029	56	2989
4387	2	7569
13375	215	1386
4785	212	4894
6540	158	13347
9653	46	1421
14038	5	10070
130	60	65
224	8	13410
1432	50	1007
11109	151	2987
540	46	12869
13691	38	10658
543	158	13347
1286	136	276
921	216	3067
44	57	576
7666	86	5957
3535	83	3450
4561	202	6084
1860	94	4594
10265	80	13328
3406	68	10261
13667	101	6124
10233	46	6812
125	136	8800
1977	46	9545
395	2	13634
7246	121	1161
13487	135	9072
1971	176	13029
12438	144	2305
1025	176	576
13212	154	528
917	20	5957
6761	42	10223
12934	60	399
7113	66	5882
10786	46	7834
6211	30	18
8848	202	6084
12192	152	4812
2545	108	6941
3795	151	2272
12278	116	261
297	46	8534
9199	152	14150
10513	191	2383
3272	215	345
8535	213	12806
8584	22	4412
12989	152	5406
7385	176	4949
3593	197	1775
9866	97	12367
6954	111	3791
2659	47	9077
2206	199	11264
10250	136	7674
635	133	2950
808	166	12824
2246	5	4412
11229	227	14224
12889	2	9155
3293	12	12942
5200	60	13761
8177	47	8042
14391	94	4594
11060	56	11291
4310	136	272
7201	199	2128
11698	158	5458
475	47	9646
12577	199	488
11694	46	8066
1767	54	9974
8785	128	2088
5047	231	1713
5715	226	2861
8039	167	8844
666	79	4279
14401	74	1962
9049	59	5957
13531	158	7723
678	47	6219
5183	135	6686
1496	154	528
10484	224	13388
7591	38	2928
4692	136	5592
11409	47	550
5010	46	3962
11243	76	11361
9430	129	2853
2732	166	7459
3814	97	3082
13755	2	13599
2853	203	631
13271	212	7526
7129	212	7526
716	137	12085
14360	213	9703
6664	97	8851
7368	76	999
5567	158	3496
608	73	4894
5218	23	2737
8760	158	9955
13974	136	1509
1898	106	11337
2514	176	2187
12705	158	4083
1548	235	1230
13087	68	12315
3129	129	1235
9497	60	7752
12586	224	3632
8953	6	1009
7009	136	10678
10209	69	4009
11361	95	5957
10485	136	13011
10624	20	5957
4586	136	13080
14537	180	9223
3816	179	7310
8281	136	10042
12011	158	11966
8993	88	5957
5725	224	5214
2712	212	14375
13224	106	8451
6440	47	4993
12981	90	9324
5010	46	1791
947	137	7120
282	71	905
2460	97	14428
7734	28	7526
10636	112	3988
4552	158	1626
4160	158	13879
2836	2	1309
7493	201	11967
6892	180	3695
5177	59	5957
1613	136	13101
261	199	6366
7800	6	10487
6507	117	9091
9756	6	6692
10619	47	3917
3725	97	3082
12875	212	1794
3649	136	1945
11278	56	12342
328	135	2607
1025	136	2109
3674	2	1309
1505	77	7213
9624	51	9117
2762	79	13224
3989	5	925
1943	60	4696
6793	47	11948
13446	47	1502
11429	224	5077
7526	151	5327
1000	47	13061
6304	166	9518
1240	2	5692
11257	101	10854
2848	102	996
9143	116	6923
10527	90	9324
7235	2	12416
5052	229	4482
14149	23	1971
1844	54	5294
2781	151	2077
12843	2	4237
11234	94	10500
219	166	9518
14399	123	6322
9031	235	1120
8161	6	8534
11962	136	5592
13974	53	2662
9481	186	9072
7386	20	5957
355	180	125
6403	47	11381
20	136	8681
12196	82	7596
5920	13	4626
11877	81	5840
11521	12	13078
4445	68	215
4488	60	2771
4150	46	8834
3367	161	12641
13355	176	3341
12630	2	4374
8672	211	3068
10381	158	4542
7494	180	3577
12022	136	13326
3293	208	12293
13754	2	14388
9484	79	13224
10051	231	1247
6517	2	10138
1611	47	59
14196	129	1230
3358	46	2552
1442	128	1260
761	136	1509
1762	170	3082
7224	176	192
12414	212	9613
13625	137	12690
8469	158	7117
12503	122	2781
3359	224	553
6777	227	10718
11543	236	5700
743	33	4279
14450	161	1058
2168	188	9088
163	166	4605
13183	136	13326
2858	199	10433
4469	205	7095
1131	98	1131
4501	6	7072
4325	136	9098
5612	49	6519
12498	133	7654
9059	57	6262
14399	45	9194
1092	151	3993
14498	151	12138
10917	60	999
4876	202	6084
9211	86	5957
5515	215	13799
8140	87	5119
11668	180	10073
9624	68	8038
8849	158	8188
1824	57	10502
10261	2	12416
1550	76	4812
1727	136	8072
12690	136	7096
12534	158	896
8396	105	6091
4148	60	1266
6582	186	4929
5322	2	12416
13666	2	12725
14116	2	11848
1483	210	11760
13522	83	12675
6589	135	8111
3165	66	14036
5649	12	12942
8335	56	2877
13185	13	4626
272	139	4436
2353	135	8111
6622	50	1007
6201	158	6914
14360	213	4903
11661	2	1309
3349	114	6379
10441	6	13401
6951	77	14255
1794	151	3297
4792	51	4145
10459	13	4626
4191	144	13336
102	69	12716
8813	112	9252
5916	51	10945
8126	46	5286
1852	46	1421
2848	102	710
13445	202	6084
9624	176	12096
5137	176	3578
12118	195	1417
13443	224	3246
2292	121	9624
1583	220	4594
6456	215	8303
1791	60	10976
7995	136	10232
6641	8	12506
1230	151	7795
7236	23	6891
5599	158	10747
88	126	12252
8872	23	7501
3049	46	11170
2500	52	5047
7428	211	3068
9245	192	8763
4399	213	5607
7621	2	1309
7087	56	6352
6267	176	308
3994	158	10599
13812	180	6551
13071	23	13010
5405	154	528
10700	23	4604
9610	135	532
3511	114	6379
404	136	9448
6534	212	7526
6246	197	3871
11707	45	9945
1566	57	3784
947	60	11361
13713	98	13713
1659	202	6084
7722	117	10558
12433	94	2518
12153	205	4772
5115	235	8669
12107	51	6187
6920	136	3472
2804	169	5084
4303	45	8004
11818	54	3560
7619	93	7526
11356	135	6686
8980	137	12074
1783	60	4696
13196	208	11901
627	164	14271
6347	32	13157
12661	2	13647
7939	23	8287
13883	128	6056
11488	51	261
8200	158	8387
3229	2	5921
12693	51	5062
7747	191	5971
13145	8	2881
3548	218	3548
13388	158	13096
3836	52	3550
7336	46	2663
14315	154	528
8815	199	13080
2654	236	2660
10306	151	11095
12484	212	88
12584	181	12018
13176	147	13973
7980	158	4534
9703	92	8919
5125	163	8669
12586	224	6116
5764	189	6789
7268	158	10491
8138	60	9597
956	231	4160
4972	56	4987
6029	53	14305
6588	158	3773
10591	22	7079
13953	47	14340
6472	151	9686
4552	176	1626
6654	210	437
14009	213	2008
14399	130	8124
8522	109	7922
518	6	3984
4279	106	3482
8563	57	4246
10520	151	11105
11543	19	1134
7526	151	7863
10562	57	9366
4160	136	272
6821	3	7490
7836	2	1309
4888	17	13985
13456	105	11887
5179	92	5047
5463	231	3187
11894	214	1248
12551	176	7405
2751	235	9686
7245	191	9196
1411	143	14375
9733	224	2731
11198	154	528
3216	164	7015
4251	28	7526
5111	132	9760
7959	165	7959
8642	90	9324
2765	60	1790
4569	224	1581
14474	158	7304
8019	46	239
11344	192	5408
7755	2	12416
4348	163	3403
8464	220	3795
232	8	537
5719	158	3841
10073	47	3770
8021	135	12717
7375	109	4692
9856	60	1978
6148	60	9929
8776	2	8103
6503	136	13080
12464	42	12547
9768	76	399
9721	28	7526
2166	51	1618
1092	151	6193
11514	106	2990
778	114	6379
4572	56	2507
3134	109	1952
8622	176	3904
162	106	3366
2378	10	2378
10352	189	13366
13608	215	9391
7613	135	10434
10703	6	13173
2974	235	520
13451	23	2956
9890	89	10036
11064	208	3797
2923	130	3082
7364	214	10130
5639	135	4208
7721	191	3713
5896	23	11807
12225	66	6398
2123	2	506
2253	68	2631
4407	66	14263
13099	60	10976
8119	94	1206
9128	199	1852
769	16	5957
11798	33	162
6047	46	13807
3290	161	2008
2622	135	11420
6904	132	12942
14492	101	12961
14360	213	6229
6779	60	399
11061	212	4894
10169	158	6667
7660	51	2247
10270	135	7430
3643	33	4279
14338	199	12731
5615	46	2289
2658	46	2244
3720	129	11207
14119	230	4894
9682	47	9920
2610	212	7814
10758	77	10119
7616	60	7814
11125	174	10007
9234	119	9933
7078	215	12526
639	158	4979
60	137	12168
4859	136	6983
7645	56	8156
7892	136	1509
6715	35	7828
10241	2	5692
2932	51	6898
5406	14	8867
7292	212	7526
14474	136	5849
10130	101	12989
1837	2	5692
633	46	11066
3447	136	1757
13859	133	13035
162	106	12176
1793	154	528
276	46	1034
4085	69	4009
13901	88	5957
1184	176	363
11333	46	919
5502	176	2215
7064	7	2993
1285	202	6084
9261	56	5093
6343	135	6524
10880	135	5618
3564	60	9686
7881	233	88
5572	46	4879
2159	93	7526
7969	224	1025
7423	114	6379
2044	12	11051
10211	180	14503
11686	114	6379
10562	116	3192
5367	136	14374
710	212	7526
7371	136	920
10282	2	8181
1987	161	12023
4003	179	10267
6512	180	10469
7777	114	6379
14390	121	452
1948	35	7926
14065	26	8485
9719	114	6379
14278	202	6084
5642	136	9980
6883	149	3263
6012	135	8111
5069	97	13175
11521	33	1898
9624	66	6067
272	180	1871
13782	51	7065
12345	117	13017
8138	60	10206
13120	60	1092
7272	176	3994
88	126	4894
4696	101	9363
27	3	5955
7526	151	7355
2734	106	2044
7551	135	9072
7314	6	2292
13386	212	7526
11435	210	1001
88	101	10785
6460	76	11441
13398	176	797
14121	77	10641
6297	108	7526
6039	114	6379
2987	154	528
9077	166	12824
4926	158	5421
12969	154	528
9742	154	528
9686	151	10454
4234	105	323
13236	47	3639
10938	176	6173
14519	215	2458
1206	83	4775
10625	2	9406
1794	151	9220
12779	15	3292
1622	47	5076
14062	47	2878
7311	19	11189
8228	28	7526
14511	231	11383
13778	212	7526
3356	199	1055
10585	136	5123
13953	235	976
9472	136	11004
9790	51	14496
487	169	2681
8573	82	8667
9363	142	13207
7753	215	11384
13774	125	3503
750	213	12432
3816	135	12717
9333	56	5670
9380	137	7438
210	55	3570
13428	224	4221
9545	60	9613
4281	136	1450
3498	109	12615
7551	166	5165
4929	6	11491
2509	158	1047
1032	22	13462
13126	46	3777
12232	105	14383
12960	224	10933
3172	161	956
12747	133	5817
2786	129	7279
4906	94	6182
13742	231	3868
11524	224	10070
9117	60	88
7013	68	596
12841	121	5011
13832	158	11591
5502	136	5592
12747	133	5672
1199	212	7814
3969	128	7304
2677	224	12933
13524	202	7911
6174	215	10906
11664	169	99
8319	47	4084
13523	136	8916
7138	197	10615
11246	199	13456
6032	158	5303
13367	184	10109
11104	231	9373
14399	130	6290
8695	2	5692
11101	46	6823
12118	195	5960
5251	176	9284
5648	224	12928
5098	2	2560
9606	208	12293
2177	158	5003
5698	231	6168
12227	184	54
13668	142	8964
847	60	7526
14421	135	6686
6121	213	14360
7425	176	10469
13490	136	11166
7018	51	12417
13579	195	13539
5991	136	5592
5615	46	7093
10666	2	11369
5096	60	10532
13904	60	7526
11023	27	10873
5047	231	2311
14492	101	9363
9361	68	13494
2057	166	4605
1898	106	664
12776	60	7814
7682	135	4929
10916	214	14375
10844	166	3782
9895	2	11459
4568	136	10786
8067	161	10905
7526	44	12398
1906	176	576
11041	136	220
6056	8	6259
4303	123	8640
9450	145	1983
9369	60	91
2887	47	6912
8736	79	1898
1898	106	8736
7726	136	13149
2967	45	7748
6380	199	349
10562	57	11928
7182	236	2660
2568	30	10752
12960	224	13316
7938	47	14017
2452	73	1794
5187	33	1898
13304	114	6379
2234	163	13980
995	2	13634
14534	158	10550
13484	158	3508
4781	64	7591
642	176	11772
8414	211	7439
7197	154	528
8481	60	5406
1876	136	12938
10604	158	12625
6269	151	12058
1935	97	13498
12400	46	1251
3394	46	13568
4985	12	11051
10025	169	10598
10641	8	12875
10625	136	13222
9929	101	10854
11015	68	6468
6873	51	6384
11615	2	1309
7994	213	11683
6308	16	5957
4531	114	6379
9980	180	12534
6073	136	13650
10233	105	10228
1491	23	2356
12047	136	12352
12585	51	10957
4399	82	5913
13311	195	14170
5206	212	7526
11836	116	9127
7845	35	1299
9222	154	528
2227	51	390
9	129	8669
1903	135	6686
3459	235	8769
10144	176	8307
9316	51	5359
5106	56	6534
5357	146	11218
5704	231	7620
612	51	3679
106	135	4501
13595	166	4848
10687	2	1309
9768	76	6554
8469	176	9294
9264	60	2771
14075	2	1309
11894	214	5927
2955	11	997
3003	199	12430
9448	180	5204
13563	24	1092
8841	216	8847
2324	192	7514
13027	47	13894
7531	58	1274
6333	2	9401
10959	202	6084
674	68	937
1489	56	13676
341	97	5308
13314	56	647
416	181	12586
3917	60	2281
822	60	10532
6686	6	13620
11055	212	7526
12761	235	1230
8121	235	7821
13565	189	13366
7526	151	10306
12806	213	8535
4954	176	8050
14383	57	12379
4954	72	13598
6670	57	153
10997	189	13366
1742	191	14429
3358	46	2026
2181	161	7401
694	180	13504
4412	51	2548
1127	180	3380
11015	68	3159
7638	2	4374
6779	166	592
11225	60	11257
10821	101	9363
5925	2	13634
9633	165	9633
6289	121	8500
5704	92	5271
8442	46	13660
11424	176	1697
1018	104	2460
511	53	10981
11525	84	2157
13443	224	10918
12781	111	9147
12417	60	12366
8300	176	9661
11036	10	11036
6711	176	2250
2761	161	13742
448	158	3948
5046	97	3082
10574	188	3082
3871	178	4966
3956	7	13517
44	57	8184
5137	176	6119
5330	129	4437
162	106	5133
9120	60	3168
8568	136	12559
7231	111	4880
4796	158	10148
112	87	2804
5824	154	528
552	86	5957
8113	212	7526
7310	179	3816
8222	47	12142
4279	106	1766
6121	213	8919
10817	224	13494
11438	189	13366
8384	40	14375
751	158	11439
9778	176	7051
9058	60	13667
7421	213	7401
1935	135	2046
1274	106	12140
14028	136	49
5242	151	9981
13050	158	1406
